# Polydeg	TreeMesh-mean	std	StructuredMesh-mean	std	P4estMesh-mean	std
3.0	0.6354976542895883	0.001218482038574037	0.5939566739066202	0.004037088077963414	0.6212985942357827	0.0017701186353137623
4.0	0.5237679553870606	0.0036372326800407375	0.4962294619727526	0.0010083497484984231	0.5152608862786497	0.0013391679554519414
5.0	0.4148556773339965	0.00184281035362566	0.3944784276623325	0.0035333858872970913	0.4089278321921841	0.0007657084524797886
6.0	0.3537188951035467	0.0006526091498081903	0.33495973830187703	0.0025499935531046454	0.34719106296133145	0.0012979589144991625
7.0	0.28708748016763297	0.0021239142195162296	0.2824574257133936	0.0007823923418632933	0.2861255989853807	0.00072814396583263
8.0	0.4227102336201191	0.0004111074100293224	0.41594534897359076	0.0006608496399992718	0.4216606635989295	0.0009241790617867329
9.0	0.4411744744012952	0.0014373292685942232	0.4137100386006222	0.00093637181597217	0.41888437133560963	0.0008749630908015619
10.0	0.43123061425739523	0.0004368471883437538	0.3882525517767264	0.007957242798993194	0.3900864601760971	0.0003550665947947805
11.0	0.3672070149710405	0.0008047623231671357	0.3613662592600515	0.0003467346696713963	0.3546681900193244	0.0004166172835923143
12.0	0.37831631436935215	0.0007937271186710001	0.33546284811074356	0.0003082334714312735	0.3403201432440693	0.0015226614994045913
13.0	0.3489247653835727	0.0008444841916314752	0.3155526653964781	0.0007238299199475585	0.315449361278726	0.00274801286007361
14.0	0.33338062904965493	0.000732217431763871	0.2983692257769845	0.0029410086175046565	0.30106806575675665	0.000844364367369461
15.0	0.29044351310249983	0.0009206284855947051	0.2751544303922817	0.00036026320343373843	0.27768805490899723	0.0009483908163256578
