# Polydeg	TreeMesh-mean	std	StructuredMesh-mean	std	P4estMesh-mean	std
3.0	0.6113896684077259	0.000780324400675416	0.5993292839827062	0.004807349827576921	0.6103279933678618	0.001846121523894152
4.0	0.533587218846702	0.0007167338467328055	0.529769038866822	0.004353603658121498	0.543449719205592	0.0019722464106535264
5.0	0.44850276473041417	0.0033525783813016232	0.45663739741084053	0.003910892617924777	0.4725487381869349	0.0016239201622543008
6.0	0.40830251618980995	0.003189757354459071	0.42019956384590723	0.0017627420815846404	0.4369152663957619	0.004313470412186486
7.0	0.34606190486877475	0.00678685189455838	0.42781580266301406	0.001951353241400921	0.366863866217093	0.006106987310960421
8.0	0.4164503634551901	0.0047191492874244555	0.43695541335777965	0.002490269066416203	0.44854607294999527	0.0029123339731320593
9.0	0.39311351883754125	0.0008971147038797654	0.41911331377758615	0.000790896603512691	0.4156595600389195	0.002657092972872216
10.0	0.40135012837223205	0.0012003155158852778	0.4022562899573676	0.000557597432184831	0.4071084147133907	0.0007699940099648769
11.0	0.3585550878489878	0.0019996769258356873	0.3918216403555981	0.013237266066001025	0.37828628415325105	0.007715658502905234
12.0	0.35906367100564784	0.0020752529334308006	0.3386657170090103	0.0037806658653829	0.35321032409340997	0.0038202216152182543
13.0	0.34487749381039373	0.003678919414338774	0.34308449986914286	0.004765866381432344	0.3297129193006133	0.0002479051089396524
14.0	0.3424062841579337	6.663838187952313e-5	0.33065252131493106	0.00016759090023479146	0.3244138375959817	0.005810640756944867
15.0	0.39712306742822256	0.0024783716873192398	0.42821263668374887	0.0035220128285894685	0.32087722696392784	0.002230781476755618
