# Polydeg	TreeMesh-mean	std	StructuredMesh-mean	std	P4estMesh-mean	std
3.0	0.709840804116486	0.0038905472735154584	0.744693428631466	0.00424596586994513	0.77079625785395	0.0036830832341211315
4.0	0.6462600417763766	0.0003645894418655134	0.648867376906457	0.0037328492097206843	0.6939694645145312	0.004110052849509364
5.0	0.5287012652658688	0.0042065729914506494	0.4841076858176138	0.009202520853864509	0.5107332454424321	0.01420240950277647
6.0	0.45350901921007847	0.0012965022608513582	0.44459192841359046	0.0026160867049721845	0.4510409185351875	0.0023955854005863956
7.0	0.27448082303425797	0.005141882128901612	0.3225082295351524	0.0033938258011772956	0.3042346345002429	0.0017037494081340913
8.0	0.35352822845274756	0.0010031072022355838	0.41476054989033256	0.0014254530128160806	0.40419346232809433	0.0009123713625868893
9.0	0.38915533425991017	0.0014315033880189804	0.3940750693016817	0.004834286433009229	0.3942214841843682	0.0020752093047460016
10.0	0.41893480820988904	0.0006041968446492903	0.3785983179642945	0.004190500790772918	0.39634656215495695	0.0013174886546182035
11.0	0.2987683906756288	0.002730149389449996	0.3507932544137168	0.002837765144253792	0.3281666112474937	0.0018885821639021225
12.0	0.37775469018059055	0.0008131928343323685	0.3471208889079088	0.0015503904122096091	0.3418867785064678	0.0015073587615142517
13.0	0.34360370587656436	0.0016755015876444854	0.2914967131663776	0.0017209426659852026	0.2942221708355895	0.0012577589559518304
14.0	0.33367163239069647	0.0002853426713495364	0.2911917023613665	0.0007470646496177057	0.28871790123347685	0.0014735935122816891
15.0	0.3044338875712568	0.001447286438278255	0.25228092528628054	0.0007741073996060888	0.25788883010091707	0.002834534048601163
