# Polydeg Primitive/conservative-variables-mean std
3.0	0.9449197501060902	0.02417165389889193
4.0	0.9489745143978625	0.0226832594147938
5.0	0.9051784508562203	0.018157841625760278
6.0	0.9113564393640672	0.01409811840450202
7.0	0.9280007030292396	0.027427860141860196
8.0	0.913130385051131	0.0252581873350261
9.0	0.9213801290224295	0.02388527619580358
10.0	0.9219781569251185	0.02058811979422584
11.0	0.9130160914921549	0.015703310366074936
12.0	0.9143312612058161	0.01597624273406334
13.0	0.922509864796045	0.011827139322747912
14.0	0.9234011596084171	0.010766981733561594
15.0	0.9209219324339131	0.008942853174943326
