# Polydeg Precomputed logarithms/primitive-variables-mean std
3.0	0.759029923210637	0.05632824447495713
4.0	0.9309315296372305	0.08346471195042919
5.0	0.6717693731733935	0.014984626433548157
6.0	0.7387554556708565	0.011871164203489304
7.0	0.5632339863670647	0.00586110484558946
8.0	0.6562754920462626	0.03304626284635102
9.0	0.5510741852367684	0.030416877430328608
10.0	0.5792019712849629	0.031129893100645095
11.0	0.5637420515295886	0.02763713366778809
12.0	0.6087786836685765	0.003777059677506107
13.0	0.6001129212001937	0.00231811093713059
14.0	0.6296496100187248	0.0026901026144807703
15.0	0.6012729824774536	0.0017138801947290192
