# Polydeg Precomputed logarithms/primitive-variables-mean std
3.0	0.4107522620927688	0.007603976653560245
4.0	0.38436254435404127	0.010531898345392154
5.0	0.37832550758911726	0.0082342694470446
6.0	0.364472404633736	0.011455863997087413
7.0	0.34803054625173374	0.008598842749890881
8.0	0.34688212862946793	0.007391554816126022
9.0	0.33465180266148953	0.010649734093194137
10.0	0.3263990893064024	0.00862282766152892
11.0	0.3178104334012507	0.006201087052037537
12.0	0.3133224390699781	0.0059671190147919445
13.0	0.31187208650479603	0.004652965359432047
14.0	0.3062213485063273	0.004239766471306387
15.0	0.3111378843104281	0.003709178946195607
