# NumericalFlux	TreeMesh	StructuredMesh	P4estMesh	PeakPerformance
flux_shima_etal	21.4422009765625	18.517205078125	18.447741796875	73.70904296875
flux_shima_etal	0.2909032611596006	0.25122026188802415	0.250277863527494	1.0
flux_ranocha	18.80952001953125	15.28892998046875	15.25475400390625	73.70904296875
flux_ranocha	0.2551860567163491	0.20742271727704714	0.2069590567113145	1.0
