# Polydeg	TreeMesh-mean	std	StructuredMesh-mean	std	P4estMesh-mean	std
3.0	0.8714202880582704	0.00284799131235834	0.5494342976057043	0.0037318527396806122	0.571593200656081	0.000920001623029534
4.0	0.8569702297570208	0.005882121554952343	0.5162154067282003	0.0006702656857830828	0.5073115647699113	0.05445790457937881
5.0	0.8469032707915167	0.004746372899396647	0.49120786690811813	0.004379210531261778	0.5002454477426769	0.00042232997998623353
6.0	0.844747574236413	0.0016410704740969337	0.5040530773317267	0.0034057429820631463	0.5123302949388385	0.0008944335543682013
7.0	0.870639008956385	0.006589878620327726	0.5110441447159498	0.0010642160767102963	0.5195856456785221	0.0007527179146350596
8.0	0.8533709762270559	0.0028745930496937183	0.4907902265122728	0.0005756166248678904	0.5001567194716557	0.0010787819032360539
9.0	0.8507084577621018	0.003225076068092316	0.48447340630960006	0.0010317645409006202	0.4915334084166284	0.0009262411093104296
10.0	0.8478635008451137	0.00267910045056775	0.47314336128590895	0.00013709402152825356	0.4825781991530608	0.00012001664671352848
11.0	0.8439931351431404	0.004083656611413152	0.4710564407162689	0.00022375017822833334	0.47835810002003265	0.0005043706417662795
12.0	0.8409863661115443	0.0015355427636063064	0.4678608365483541	0.0001464238478343573	0.47036943106583007	0.002092510122379964
13.0	0.8424998331666199	0.0029756542407404253	0.46321991646281224	0.0009877620009225614	0.4697047867959983	0.004069752329084458
14.0	0.8406749510392896	0.0018260999625568633	0.4598549010145543	0.004450967018702663	0.46491796479748454	0.0011210306237860181
15.0	0.8386855433849713	0.0032782023949193633	0.4572734688265444	0.00021527254398085526	0.4621129618756244	0.0013091473349358992
