# Polydeg	TreeMesh-mean	std	StructuredMesh-mean	std	P4estMesh-mean	std
3.0	0.8603170213543083	0.001022052006135804	0.6028966823184704	0.0002559213807585266	0.612292863613829	0.0011440188645288915
4.0	0.8441061310266061	0.0014594184815492092	0.5672118709633484	0.0010666087718619983	0.5789668353012665	0.0011936763453179043
5.0	0.8324720542158267	0.0036561271432096368	0.5444215241175736	0.0022207344130477256	0.55522357662107	0.0020999822371859183
6.0	0.8084506747070508	0.005272452709460121	0.5304646464758759	0.0010288181523341188	0.5317330798566262	0.0015696387086311437
7.0	0.8150279716483374	0.018377402728566326	0.5392997919418541	0.002326097360252362	0.545798555425527	0.009066868183606084
8.0	0.8259287966021872	0.004830230539643531	0.5197795098755777	0.0011956050416609934	0.526964769073235	0.0018804762794692948
9.0	0.8319759664739037	0.0017181999949699258	0.5166494684352462	0.0004241283677942024	0.5259339336737838	0.003231766557939848
10.0	0.8254006708204895	0.0023945287363610385	0.5052811572117613	0.003962729028678205	0.5099222611337864	0.0017188200028911476
11.0	0.818920829130995	0.0045276345119034085	0.5067937467097932	0.00042267269685139394	0.5133750414127866	0.0005222091502289395
12.0	0.83424407287713	0.004827204283839479	0.5358690138461338	0.005986091090954595	0.5214945355161134	0.005640088187649108
13.0	0.8231152559669075	0.0002894598454979299	0.5104457013173834	0.00043651727187899483	0.5160849877579988	0.0003696448574113853
14.0	0.8161658051449112	0.0017412353982193328	0.5020167907410155	6.632408482784273e-5	0.5220059517004491	0.009349503600927405
15.0	0.818035514646287	0.0014408503342441673	0.5089591831242225	0.00418551861416823	0.501675548936848	0.0034923286167194106
