# Polydeg	TreeMesh-mean	std	StructuredMesh-mean	std	P4estMesh-mean	std
3.0	0.6621130140363947	0.003673415538085058	0.408789932374475	0.0023431771258869576	0.44777079637222306	0.0020875927182539187
4.0	0.6374997310628817	0.0010911686030844034	0.37999510150928806	0.0016073442173282718	0.4034795220730118	0.0018500239454481945
5.0	0.6181138112677163	0.004574999986376908	0.3658170873236611	0.006831883346870357	0.38663299181553606	0.010632382475554297
6.0	0.606393585551184	0.0008667994112825919	0.3409810539525865	0.0014714103725787595	0.36459223079706665	0.0036234953539421473
7.0	0.6006534558131629	0.011218975079391683	0.34935900132955966	0.00245097080916408	0.3639119675641781	0.001930939693758577
8.0	0.5843062714529699	0.0009370912725602849	0.3583421747111354	0.0007023372448351712	0.37023953037342927	0.0007118693209225621
9.0	0.6020043236294822	0.002145574551792198	0.36412418330151436	0.004346035892650845	0.3753311455415149	0.0005077604502896594
10.0	0.633374738355921	0.0012677832461053117	0.3624814186846842	0.002407664020031776	0.37347266145395824	0.0002855840910481376
11.0	0.6235030252470398	0.0056723288852268475	0.36638066155376076	0.0017685382419020976	0.37472835077321787	0.001403408331748175
12.0	0.617679377047761	0.0005062562252483105	0.3656687619022767	0.0005232104147588301	0.37418977312764545	0.0002479300837309897
13.0	0.6130097510398845	0.003016818902905162	0.36652435355856644	0.001385354683040837	0.3763351921608371	0.0003976246822932997
14.0	0.6048856447323497	0.0005099269287269976	0.36435147195415146	0.0007085740618646238	0.3755101101549906	0.0015305612863416695
15.0	0.5945765741512173	0.0027117298691799524	0.3653856879088416	0.0004592958391623212	0.3764012376968388	0.003885551010091906
