# polyDeg ,   meanPID ,    stdDevPID
  3 , 2.49831E-07 , 4.84246E-10 
  4 , 2.65602E-07 , 8.60257E-10 
  5 , 3.05350E-07 , 5.73995E-10 
  6 , 3.50332E-07 , 4.17012E-10 
  7 , 3.92574E-07 , 8.12826E-10 
  8 , 4.45916E-07 , 1.17350E-09 
  9 , 4.90922E-07 , 5.13868E-10 
 10 , 5.42647E-07 , 9.60729E-10 
 11 , 5.79979E-07 , 7.64756E-10 
 12 , 6.43956E-07 , 1.34559E-09 
 13 , 6.85107E-07 , 9.03847E-10 
 14 , 7.35375E-07 , 1.08751E-09 
 15 , 7.91930E-07 , 1.81415E-09 
