# polyDeg ,   meanPID ,    stdDevPID
  3 , 2.44656E-07 , 6.75533E-10 
  4 , 2.58057E-07 , 4.87988E-10 
  5 , 3.03832E-07 , 2.21555E-10 
  6 , 3.43541E-07 , 4.76924E-10 
  7 , 3.90980E-07 , 1.27401E-09 
  8 , 4.95138E-07 , 5.11704E-10 
  9 , 5.50024E-07 , 9.24271E-10 
 10 , 6.03182E-07 , 1.44438E-09 
 11 , 6.37892E-07 , 2.86666E-10 
 12 , 6.26394E-07 , 8.17410E-09 
 13 , 6.71774E-07 , 1.39018E-08 
 14 , 7.46560E-07 , 7.16609E-10 
 15 , 7.65470E-07 , 1.98044E-09 
